"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Age of Mother"	"Age of Mother Code"	Births
	"Division 8: Mountain"	"CENS-D8"	"2001"	"2001"	"15-19 years"	"15-19"	35155
	"Division 8: Mountain"	"CENS-D8"	"2001"	"2001"	"20-24 years"	"20-24"	85211
	"Division 8: Mountain"	"CENS-D8"	"2001"	"2001"	"25-29 years"	"25-29"	81648
	"Division 8: Mountain"	"CENS-D8"	"2001"	"2001"	"30-34 years"	"30-34"	60677
	"Division 8: Mountain"	"CENS-D8"	"2001"	"2001"	"35-39 years"	"35-39"	27331
	"Division 8: Mountain"	"CENS-D8"	"2001"	"2001"	"40-44 years"	"40-44"	5951
	"Division 8: Mountain"	"CENS-D8"	"2001"	"2001"	"45-49 years"	"45-49"	338
	"Division 8: Mountain"	"CENS-D8"	"2001"	"2001"	"50 years and over"	"50+"	13
	"Division 8: Mountain"	"CENS-D8"	"2002"	"2002"	"Under 15 years"	"15"	519
	"Division 8: Mountain"	"CENS-D8"	"2002"	"2002"	"15-19 years"	"15-19"	34501
	"Division 8: Mountain"	"CENS-D8"	"2002"	"2002"	"20-24 years"	"20-24"	87372
	"Division 8: Mountain"	"CENS-D8"	"2002"	"2002"	"25-29 years"	"25-29"	84695
	"Division 8: Mountain"	"CENS-D8"	"2002"	"2002"	"30-34 years"	"30-34"	62743
	"Division 8: Mountain"	"CENS-D8"	"2002"	"2002"	"35-39 years"	"35-39"	28102
	"Division 8: Mountain"	"CENS-D8"	"2002"	"2002"	"40-44 years"	"40-44"	6069
	"Division 8: Mountain"	"CENS-D8"	"2002"	"2002"	"45-49 years"	"45-49"	321
	"Division 8: Mountain"	"CENS-D8"	"2002"	"2002"	"50 years and over"	"50+"	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"1995"	"1995"	"Under 15 years"	"15"	1979
	"Division 9: Pacific"	"CENS-D9"	"1995"	"1995"	"15-19 years"	"15-19"	83898
	"Division 9: Pacific"	"CENS-D9"	"1995"	"1995"	"20-24 years"	"20-24"	169851
	"Division 9: Pacific"	"CENS-D9"	"1995"	"1995"	"25-29 years"	"25-29"	190233
	"Division 9: Pacific"	"CENS-D9"	"1995"	"1995"	"30-34 years"	"30-34"	162351
	"Division 9: Pacific"	"CENS-D9"	"1995"	"1995"	"35-39 years"	"35-39"	76129
	"Division 9: Pacific"	"CENS-D9"	"1995"	"1995"	"40-44 years"	"40-44"	15710
	"Division 9: Pacific"	"CENS-D9"	"1995"	"1995"	"45-49 years"	"45-49"	772
	"Division 9: Pacific"	"CENS-D9"	"1995"	"1995"	"50 years and over"	"50+"	0
	"Division 9: Pacific"	"CENS-D9"	"1996"	"1996"	"Under 15 years"	"15"	1763
	"Division 9: Pacific"	"CENS-D9"	"1996"	"1996"	"15-19 years"	"15-19"	80492
	"Division 9: Pacific"	"CENS-D9"	"1996"	"1996"	"20-24 years"	"20-24"	164661
	"Division 9: Pacific"	"CENS-D9"	"1996"	"1996"	"25-29 years"	"25-29"	188175
	"Division 9: Pacific"	"CENS-D9"	"1996"	"1996"	"30-34 years"	"30-34"	159168
	"Division 9: Pacific"	"CENS-D9"	"1996"	"1996"	"35-39 years"	"35-39"	77950
	"Division 9: Pacific"	"CENS-D9"	"1996"	"1996"	"40-44 years"	"40-44"	16471
	"Division 9: Pacific"	"CENS-D9"	"1996"	"1996"	"45-49 years"	"45-49"	794
	"Division 9: Pacific"	"CENS-D9"	"1996"	"1996"	"50 years and over"	"50+"	0
	"Division 9: Pacific"	"CENS-D9"	"1997"	"1997"	"Under 15 years"	"15"	1547
	"Division 9: Pacific"	"CENS-D9"	"1997"	"1997"	"15-19 years"	"15-19"	76564
	"Division 9: Pacific"	"CENS-D9"	"1997"	"1997"	"20-24 years"	"20-24"	160006
	"Division 9: Pacific"	"CENS-D9"	"1997"	"1997"	"25-29 years"	"25-29"	183845
	"Division 9: Pacific"	"CENS-D9"	"1997"	"1997"	"30-34 years"	"30-34"	155415
	"Division 9: Pacific"	"CENS-D9"	"1997"	"1997"	"35-39 years"	"35-39"	79057
	"Division 9: Pacific"	"CENS-D9"	"1997"	"1997"	"40-44 years"	"40-44"	16833
	"Division 9: Pacific"	"CENS-D9"	"1997"	"1997"	"45-49 years"	"45-49"	860
	"Division 9: Pacific"	"CENS-D9"	"1997"	"1997"	"50 years and over"	"50+"	52
	"Division 9: Pacific"	"CENS-D9"	"1998"	"1998"	"Under 15 years"	"15"	1318
	"Division 9: Pacific"	"CENS-D9"	"1998"	"1998"	"15-19 years"	"15-19"	75282
	"Division 9: Pacific"	"CENS-D9"	"1998"	"1998"	"20-24 years"	"20-24"	159087
	"Division 9: Pacific"	"CENS-D9"	"1998"	"1998"	"25-29 years"	"25-29"	183325
	"Division 9: Pacific"	"CENS-D9"	"1998"	"1998"	"30-34 years"	"30-34"	155166
	"Division 9: Pacific"	"CENS-D9"	"1998"	"1998"	"35-39 years"	"35-39"	81338
	"Division 9: Pacific"	"CENS-D9"	"1998"	"1998"	"40-44 years"	"40-44"	17639
	"Division 9: Pacific"	"CENS-D9"	"1998"	"1998"	"45-49 years"	"45-49"	908
	"Division 9: Pacific"	"CENS-D9"	"1998"	"1998"	"50 years and over"	"50+"	43
	"Division 9: Pacific"	"CENS-D9"	"1999"	"1999"	"Under 15 years"	"15"	1294
	"Division 9: Pacific"	"CENS-D9"	"1999"	"1999"	"15-19 years"	"15-19"	73450
	"Division 9: Pacific"	"CENS-D9"	"1999"	"1999"	"20-24 years"	"20-24"	158600
	"Division 9: Pacific"	"CENS-D9"	"1999"	"1999"	"25-29 years"	"25-29"	179743
	"Division 9: Pacific"	"CENS-D9"	"1999"	"1999"	"30-34 years"	"30-34"	155430
	"Division 9: Pacific"	"CENS-D9"	"1999"	"1999"	"35-39 years"	"35-39"	82680
	"Division 9: Pacific"	"CENS-D9"	"1999"	"1999"	"40-44 years"	"40-44"	17946
	"Division 9: Pacific"	"CENS-D9"	"1999"	"1999"	"45-49 years"	"45-49"	1074
	"Division 9: Pacific"	"CENS-D9"	"1999"	"1999"	"50 years and over"	"50+"	69
	"Division 9: Pacific"	"CENS-D9"	"2000"	"2000"	"Under 15 years"	"15"	1112
	"Division 9: Pacific"	"CENS-D9"	"2000"	"2000"	"15-19 years"	"15-19"	71634
	"Division 9: Pacific"	"CENS-D9"	"2000"	"2000"	"20-24 years"	"20-24"	161864
	"Division 9: Pacific"	"CENS-D9"	"2000"	"2000"	"25-29 years"	"25-29"	181498
	"Division 9: Pacific"	"CENS-D9"	"2000"	"2000"	"30-34 years"	"30-34"	163199
	"Division 9: Pacific"	"CENS-D9"	"2000"	"2000"	"35-39 years"	"35-39"	86391
	"Division 9: Pacific"	"CENS-D9"	"2000"	"2000"	"40-44 years"	"40-44"	19458
	"Division 9: Pacific"	"CENS-D9"	"2000"	"2000"	"45-49 years"	"45-49"	1080
	"Division 9: Pacific"	"CENS-D9"	"2000"	"2000"	"50 years and over"	"50+"	88
	"Division 9: Pacific"	"CENS-D9"	"2001"	"2001"	"Under 15 years"	"15"	1025
	"Division 9: Pacific"	"CENS-D9"	"2001"	"2001"	"15-19 years"	"15-19"	68072
	"Division 9: Pacific"	"CENS-D9"	"2001"	"2001"	"20-24 years"	"20-24"	162464
	"Division 9: Pacific"	"CENS-D9"	"2001"	"2001"	"25-29 years"	"25-29"	177020
	"Division 9: Pacific"	"CENS-D9"	"2001"	"2001"	"30-34 years"	"30-34"	163618
	"Division 9: Pacific"	"CENS-D9"	"2001"	"2001"	"35-39 years"	"35-39"	86369
	"Division 9: Pacific"	"CENS-D9"	"2001"	"2001"	"40-44 years"	"40-44"	19877
	"Division 9: Pacific"	"CENS-D9"	"2001"	"2001"	"45-49 years"	"45-49"	1198
	"Division 9: Pacific"	"CENS-D9"	"2001"	"2001"	"50 years and over"	"50+"	83
	"Division 9: Pacific"	"CENS-D9"	"2002"	"2002"	"Under 15 years"	"15"	906
	"Division 9: Pacific"	"CENS-D9"	"2002"	"2002"	"15-19 years"	"15-19"	64274
	"Division 9: Pacific"	"CENS-D9"	"2002"	"2002"	"20-24 years"	"20-24"	161851
	"Division 9: Pacific"	"CENS-D9"	"2002"	"2002"	"25-29 years"	"25-29"	178165
	"Division 9: Pacific"	"CENS-D9"	"2002"	"2002"	"30-34 years"	"30-34"	166525
	"Division 9: Pacific"	"CENS-D9"	"2002"	"2002"	"35-39 years"	"35-39"	87311
	"Division 9: Pacific"	"CENS-D9"	"2002"	"2002"	"40-44 years"	"40-44"	20588
	"Division 9: Pacific"	"CENS-D9"	"2002"	"2002"	"45-49 years"	"45-49"	1284
	"Division 9: Pacific"	"CENS-D9"	"2002"	"2002"	"50 years and over"	"50+"	88
"---"
"Dataset: Natality, 1995-2002"
"Query Parameters:"
"Title: births_by_div_by_year_by_age_1995_2002"
"Group By: Census Division; Year; Age of Mother"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality.html for more information."
"---"
"Query Date: Mar 12, 2025 9:18:14 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 1995-2002, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-v2002.html on Mar 12, 2025 9:18:14 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality.html#Assurance of Confidentiality."
