"Notes","Census Division","Census Division Code","Year","Year Code","Age of Mother","Age of Mother Code",Births
,"Division 5: South Atlantic","CENS-D5","2020","2020","50 years and over","50+",201
,"Division 5: South Atlantic","CENS-D5","2021","2021","Under 15 years","15",372
,"Division 5: South Atlantic","CENS-D5","2021","2021","15-19 years","15-19",29799
,"Division 5: South Atlantic","CENS-D5","2021","2021","20-24 years","20-24",130017
,"Division 5: South Atlantic","CENS-D5","2021","2021","25-29 years","25-29",199280
,"Division 5: South Atlantic","CENS-D5","2021","2021","30-34 years","30-34",216295
,"Division 5: South Atlantic","CENS-D5","2021","2021","35-39 years","35-39",115419
,"Division 5: South Atlantic","CENS-D5","2021","2021","40-44 years","40-44",25426
,"Division 5: South Atlantic","CENS-D5","2021","2021","45-49 years","45-49",1644
,"Division 5: South Atlantic","CENS-D5","2021","2021","50 years and over","50+",182
,"Division 5: South Atlantic","CENS-D5","2022","2022","Under 15 years","15",409
,"Division 5: South Atlantic","CENS-D5","2022","2022","15-19 years","15-19",29150
,"Division 5: South Atlantic","CENS-D5","2022","2022","20-24 years","20-24",128817
,"Division 5: South Atlantic","CENS-D5","2022","2022","25-29 years","25-29",200987
,"Division 5: South Atlantic","CENS-D5","2022","2022","30-34 years","30-34",220965
,"Division 5: South Atlantic","CENS-D5","2022","2022","35-39 years","35-39",120264
,"Division 5: South Atlantic","CENS-D5","2022","2022","40-44 years","40-44",27432
,"Division 5: South Atlantic","CENS-D5","2022","2022","45-49 years","45-49",1917
,"Division 5: South Atlantic","CENS-D5","2022","2022","50 years and over","50+",236
,"Division 5: South Atlantic","CENS-D5","2023","2023","Under 15 years","15",400
,"Division 5: South Atlantic","CENS-D5","2023","2023","15-19 years","15-19",29372
,"Division 5: South Atlantic","CENS-D5","2023","2023","20-24 years","20-24",123780
,"Division 5: South Atlantic","CENS-D5","2023","2023","25-29 years","25-29",195351
,"Division 5: South Atlantic","CENS-D5","2023","2023","30-34 years","30-34",217227
,"Division 5: South Atlantic","CENS-D5","2023","2023","35-39 years","35-39",121094
,"Division 5: South Atlantic","CENS-D5","2023","2023","40-44 years","40-44",28077
,"Division 5: South Atlantic","CENS-D5","2023","2023","45-49 years","45-49",1971
,"Division 5: South Atlantic","CENS-D5","2023","2023","50 years and over","50+",241
,"Division 6: East South Central","CENS-D6","2007","2007","Under 15 years","15",547
,"Division 6: East South Central","CENS-D6","2007","2007","15-19 years","15-19",35314
,"Division 6: East South Central","CENS-D6","2007","2007","20-24 years","20-24",79784
,"Division 6: East South Central","CENS-D6","2007","2007","25-29 years","25-29",73122
,"Division 6: East South Central","CENS-D6","2007","2007","30-34 years","30-34",44821
,"Division 6: East South Central","CENS-D6","2007","2007","35-39 years","35-39",19834
,"Division 6: East South Central","CENS-D6","2007","2007","40-44 years","40-44",3757
,"Division 6: East South Central","CENS-D6","2007","2007","45-49 years","45-49",187
,"Division 6: East South Central","CENS-D6","2007","2007","50 years and over","50+",Suppressed
,"Division 6: East South Central","CENS-D6","2008","2008","Under 15 years","15",534
,"Division 6: East South Central","CENS-D6","2008","2008","15-19 years","15-19",34545
,"Division 6: East South Central","CENS-D6","2008","2008","20-24 years","20-24",77864
,"Division 6: East South Central","CENS-D6","2008","2008","25-29 years","25-29",72093
,"Division 6: East South Central","CENS-D6","2008","2008","30-34 years","30-34",45035
,"Division 6: East South Central","CENS-D6","2008","2008","35-39 years","35-39",19512
,"Division 6: East South Central","CENS-D6","2008","2008","40-44 years","40-44",3644
,"Division 6: East South Central","CENS-D6","2008","2008","45-49 years","45-49",195
,"Division 6: East South Central","CENS-D6","2008","2008","50 years and over","50+",Suppressed
,"Division 6: East South Central","CENS-D6","2009","2009","Under 15 years","15",502
,"Division 6: East South Central","CENS-D6","2009","2009","15-19 years","15-19",32736
,"Division 6: East South Central","CENS-D6","2009","2009","20-24 years","20-24",74239
,"Division 6: East South Central","CENS-D6","2009","2009","25-29 years","25-29",69866
,"Division 6: East South Central","CENS-D6","2009","2009","30-34 years","30-34",45175
,"Division 6: East South Central","CENS-D6","2009","2009","35-39 years","35-39",18773
,"Division 6: East South Central","CENS-D6","2009","2009","40-44 years","40-44",3608
,"Division 6: East South Central","CENS-D6","2009","2009","45-49 years","45-49",229
,"Division 6: East South Central","CENS-D6","2009","2009","50 years and over","50+",10
,"Division 6: East South Central","CENS-D6","2010","2010","Under 15 years","15",408
,"Division 6: East South Central","CENS-D6","2010","2010","15-19 years","15-19",29358
,"Division 6: East South Central","CENS-D6","2010","2010","20-24 years","20-24",69919
,"Division 6: East South Central","CENS-D6","2010","2010","25-29 years","25-29",68091
,"Division 6: East South Central","CENS-D6","2010","2010","30-34 years","30-34",45206
,"Division 6: East South Central","CENS-D6","2010","2010","35-39 years","35-39",18380
,"Division 6: East South Central","CENS-D6","2010","2010","40-44 years","40-44",3778
,"Division 6: East South Central","CENS-D6","2010","2010","45-49 years","45-49",206
,"Division 6: East South Central","CENS-D6","2010","2010","50 years and over","50+",19
,"Division 6: East South Central","CENS-D6","2011","2011","Under 15 years","15",351
,"Division 6: East South Central","CENS-D6","2011","2011","15-19 years","15-19",26580
,"Division 6: East South Central","CENS-D6","2011","2011","20-24 years","20-24",69640
,"Division 6: East South Central","CENS-D6","2011","2011","25-29 years","25-29",68241
,"Division 6: East South Central","CENS-D6","2011","2011","30-34 years","30-34",47018
,"Division 6: East South Central","CENS-D6","2011","2011","35-39 years","35-39",18280
,"Division 6: East South Central","CENS-D6","2011","2011","40-44 years","40-44",3834
,"Division 6: East South Central","CENS-D6","2011","2011","45-49 years","45-49",206
,"Division 6: East South Central","CENS-D6","2011","2011","50 years and over","50+",22
,"Division 6: East South Central","CENS-D6","2012","2012","Under 15 years","15",328
,"Division 6: East South Central","CENS-D6","2012","2012","15-19 years","15-19",24575
,"Division 6: East South Central","CENS-D6","2012","2012","20-24 years","20-24",69393
,"Division 6: East South Central","CENS-D6","2012","2012","25-29 years","25-29",67988
,"Division 6: East South Central","CENS-D6","2012","2012","30-34 years","30-34",48412
,"Division 6: East South Central","CENS-D6","2012","2012","35-39 years","35-39",18554
,"Division 6: East South Central","CENS-D6","2012","2012","40-44 years","40-44",3789
,"Division 6: East South Central","CENS-D6","2012","2012","45-49 years","45-49",191
,"Division 6: East South Central","CENS-D6","2012","2012","50 years and over","50+",16
,"Division 6: East South Central","CENS-D6","2013","2013","Under 15 years","15",272
,"Division 6: East South Central","CENS-D6","2013","2013","15-19 years","15-19",22254
,"Division 6: East South Central","CENS-D6","2013","2013","20-24 years","20-24",68583
,"Division 6: East South Central","CENS-D6","2013","2013","25-29 years","25-29",68545
,"Division 6: East South Central","CENS-D6","2013","2013","30-34 years","30-34",49748
,"Division 6: East South Central","CENS-D6","2013","2013","35-39 years","35-39",18989
,"Division 6: East South Central","CENS-D6","2013","2013","40-44 years","40-44",3862
,"Division 6: East South Central","CENS-D6","2013","2013","45-49 years","45-49",213
,"Division 6: East South Central","CENS-D6","2013","2013","50 years and over","50+",13
,"Division 6: East South Central","CENS-D6","2014","2014","Under 15 years","15",257
,"Division 6: East South Central","CENS-D6","2014","2014","15-19 years","15-19",20495
,"Division 6: East South Central","CENS-D6","2014","2014","20-24 years","20-24",68341
,"Division 6: East South Central","CENS-D6","2014","2014","25-29 years","25-29",70588
,"Division 6: East South Central","CENS-D6","2014","2014","30-34 years","30-34",52002
,"Division 6: East South Central","CENS-D6","2014","2014","35-39 years","35-39",20175
,"Division 6: East South Central","CENS-D6","2014","2014","40-44 years","40-44",3839
,"Division 6: East South Central","CENS-D6","2014","2014","45-49 years","45-49",221
,"Division 6: East South Central","CENS-D6","2014","2014","50 years and over","50+",12
,"Division 6: East South Central","CENS-D6","2015","2015","Under 15 years","15",243
,"Division 6: East South Central","CENS-D6","2015","2015","15-19 years","15-19",19045
,"Division 6: East South Central","CENS-D6","2015","2015","20-24 years","20-24",66514
,"Division 6: East South Central","CENS-D6","2015","2015","25-29 years","25-29",72218
,"Division 6: East South Central","CENS-D6","2015","2015","30-34 years","30-34",52164
,"Division 6: East South Central","CENS-D6","2015","2015","35-39 years","35-39",21372
,"Division 6: East South Central","CENS-D6","2015","2015","40-44 years","40-44",3923
,"Division 6: East South Central","CENS-D6","2015","2015","45-49 years","45-49",214
,"Division 6: East South Central","CENS-D6","2015","2015","50 years and over","50+",14
,"Division 6: East South Central","CENS-D6","2016","2016","Under 15 years","15",211
,"Division 6: East South Central","CENS-D6","2016","2016","15-19 years","15-19",17903
,"Division 6: East South Central","CENS-D6","2016","2016","20-24 years","20-24",62890
,"Division 6: East South Central","CENS-D6","2016","2016","25-29 years","25-29",72213
,"Division 6: East South Central","CENS-D6","2016","2016","30-34 years","30-34",53539
,"Division 6: East South Central","CENS-D6","2016","2016","35-39 years","35-39",22446
,"Division 6: East South Central","CENS-D6","2016","2016","40-44 years","40-44",3903
,"Division 6: East South Central","CENS-D6","2016","2016","45-49 years","45-49",219
,"Division 6: East South Central","CENS-D6","2016","2016","50 years and over","50+",11
,"Division 6: East South Central","CENS-D6","2017","2017","Under 15 years","15",186
,"Division 6: East South Central","CENS-D6","2017","2017","15-19 years","15-19",16954
,"Division 6: East South Central","CENS-D6","2017","2017","20-24 years","20-24",61452
,"Division 6: East South Central","CENS-D6","2017","2017","25-29 years","25-29",73062
,"Division 6: East South Central","CENS-D6","2017","2017","30-34 years","30-34",53372
,"Division 6: East South Central","CENS-D6","2017","2017","35-39 years","35-39",22743
,"Division 6: East South Central","CENS-D6","2017","2017","40-44 years","40-44",4035
,"Division 6: East South Central","CENS-D6","2017","2017","45-49 years","45-49",248
,"Division 6: East South Central","CENS-D6","2017","2017","50 years and over","50+",14
,"Division 6: East South Central","CENS-D6","2018","2018","Under 15 years","15",179
,"Division 6: East South Central","CENS-D6","2018","2018","15-19 years","15-19",15806
,"Division 6: East South Central","CENS-D6","2018","2018","20-24 years","20-24",59724
,"Division 6: East South Central","CENS-D6","2018","2018","25-29 years","25-29",72203
,"Division 6: East South Central","CENS-D6","2018","2018","30-34 years","30-34",53567
,"Division 6: East South Central","CENS-D6","2018","2018","35-39 years","35-39",23539
,"Division 6: East South Central","CENS-D6","2018","2018","40-44 years","40-44",4150
,"Division 6: East South Central","CENS-D6","2018","2018","45-49 years","45-49",243
,"Division 6: East South Central","CENS-D6","2018","2018","50 years and over","50+",23
,"Division 6: East South Central","CENS-D6","2019","2019","Under 15 years","15",183
,"Division 6: East South Central","CENS-D6","2019","2019","15-19 years","15-19",15206
,"Division 6: East South Central","CENS-D6","2019","2019","20-24 years","20-24",58877
,"Division 6: East South Central","CENS-D6","2019","2019","25-29 years","25-29",71725
,"Division 6: East South Central","CENS-D6","2019","2019","30-34 years","30-34",54433
,"Division 6: East South Central","CENS-D6","2019","2019","35-39 years","35-39",23708
,"Division 6: East South Central","CENS-D6","2019","2019","40-44 years","40-44",4370
,"Division 6: East South Central","CENS-D6","2019","2019","45-49 years","45-49",250
,"Division 6: East South Central","CENS-D6","2019","2019","50 years and over","50+",18
,"Division 6: East South Central","CENS-D6","2020","2020","Under 15 years","15",175
,"Division 6: East South Central","CENS-D6","2020","2020","15-19 years","15-19",14627
,"Division 6: East South Central","CENS-D6","2020","2020","20-24 years","20-24",56236
,"Division 6: East South Central","CENS-D6","2020","2020","25-29 years","25-29",69447
,"Division 6: East South Central","CENS-D6","2020","2020","30-34 years","30-34",54306
,"Division 6: East South Central","CENS-D6","2020","2020","35-39 years","35-39",23862
,"Division 6: East South Central","CENS-D6","2020","2020","40-44 years","40-44",4579
,"Division 6: East South Central","CENS-D6","2020","2020","45-49 years","45-49",226
,"Division 6: East South Central","CENS-D6","2020","2020","50 years and over","50+",19
,"Division 6: East South Central","CENS-D6","2021","2021","Under 15 years","15",227
,"Division 6: East South Central","CENS-D6","2021","2021","15-19 years","15-19",13990
,"Division 6: East South Central","CENS-D6","2021","2021","20-24 years","20-24",55387
,"Division 6: East South Central","CENS-D6","2021","2021","25-29 years","25-29",70097
,"Division 6: East South Central","CENS-D6","2021","2021","30-34 years","30-34",57311
,"Division 6: East South Central","CENS-D6","2021","2021","35-39 years","35-39",24912
,"Division 6: East South Central","CENS-D6","2021","2021","40-44 years","40-44",4949
,"Division 6: East South Central","CENS-D6","2021","2021","45-49 years","45-49",250
,"Division 6: East South Central","CENS-D6","2021","2021","50 years and over","50+",18
,"Division 6: East South Central","CENS-D6","2022","2022","Under 15 years","15",216
,"Division 6: East South Central","CENS-D6","2022","2022","15-19 years","15-19",13668
,"Division 6: East South Central","CENS-D6","2022","2022","20-24 years","20-24",54532
,"Division 6: East South Central","CENS-D6","2022","2022","25-29 years","25-29",70126
,"Division 6: East South Central","CENS-D6","2022","2022","30-34 years","30-34",57897
,"Division 6: East South Central","CENS-D6","2022","2022","35-39 years","35-39",25565
,"Division 6: East South Central","CENS-D6","2022","2022","40-44 years","40-44",5083
,"Division 6: East South Central","CENS-D6","2022","2022","45-49 years","45-49",286
,"Division 6: East South Central","CENS-D6","2022","2022","50 years and over","50+",31
,"Division 6: East South Central","CENS-D6","2023","2023","Under 15 years","15",165
,"Division 6: East South Central","CENS-D6","2023","2023","15-19 years","15-19",13536
,"Division 6: East South Central","CENS-D6","2023","2023","20-24 years","20-24",53691
,"Division 6: East South Central","CENS-D6","2023","2023","25-29 years","25-29",69745
,"Division 6: East South Central","CENS-D6","2023","2023","30-34 years","30-34",58404
,"Division 6: East South Central","CENS-D6","2023","2023","35-39 years","35-39",26186
,"Division 6: East South Central","CENS-D6","2023","2023","40-44 years","40-44",5313
,"Division 6: East South Central","CENS-D6","2023","2023","45-49 years","45-49",262
,"Division 6: East South Central","CENS-D6","2023","2023","50 years and over","50+",20
,"Division 7: West South Central","CENS-D7","2007","2007","Under 15 years","15",1255
,"Division 7: West South Central","CENS-D7","2007","2007","15-19 years","15-19",76724
,"Division 7: West South Central","CENS-D7","2007","2007","20-24 years","20-24",166883
,"Division 7: West South Central","CENS-D7","2007","2007","25-29 years","25-29",157334
,"Division 7: West South Central","CENS-D7","2007","2007","30-34 years","30-34",107427
,"Division 7: West South Central","CENS-D7","2007","2007","35-39 years","35-39",50463
,"Division 7: West South Central","CENS-D7","2007","2007","40-44 years","40-44",9724
,"Division 7: West South Central","CENS-D7","2007","2007","45-49 years","45-49",529
,"Division 7: West South Central","CENS-D7","2007","2007","50 years and over","50+",30
,"Division 7: West South Central","CENS-D7","2008","2008","Under 15 years","15",1147
,"Division 7: West South Central","CENS-D7","2008","2008","15-19 years","15-19",76535
,"Division 7: West South Central","CENS-D7","2008","2008","20-24 years","20-24",162185
,"Division 7: West South Central","CENS-D7","2008","2008","25-29 years","25-29",157401
,"Division 7: West South Central","CENS-D7","2008","2008","30-34 years","30-34",108298
,"Division 7: West South Central","CENS-D7","2008","2008","35-39 years","35-39",50166
,"Division 7: West South Central","CENS-D7","2008","2008","40-44 years","40-44",9948
,"Division 7: West South Central","CENS-D7","2008","2008","45-49 years","45-49",554
,"Division 7: West South Central","CENS-D7","2008","2008","50 years and over","50+",38
,"Division 7: West South Central","CENS-D7","2009","2009","Under 15 years","15",1119
,"Division 7: West South Central","CENS-D7","2009","2009","15-19 years","15-19",74273
,"Division 7: West South Central","CENS-D7","2009","2009","20-24 years","20-24",157743
,"Division 7: West South Central","CENS-D7","2009","2009","25-29 years","25-29",157168
,"Division 7: West South Central","CENS-D7","2009","2009","30-34 years","30-34",109693
,"Division 7: West South Central","CENS-D7","2009","2009","35-39 years","35-39",50389
,"Division 7: West South Central","CENS-D7","2009","2009","40-44 years","40-44",10298
,"Division 7: West South Central","CENS-D7","2009","2009","45-49 years","45-49",590
,"Division 7: West South Central","CENS-D7","2009","2009","50 years and over","50+",38
,"Division 7: West South Central","CENS-D7","2010","2010","Under 15 years","15",1003
,"Division 7: West South Central","CENS-D7","2010","2010","15-19 years","15-19",67165
,"Division 7: West South Central","CENS-D7","2010","2010","20-24 years","20-24",148898
,"Division 7: West South Central","CENS-D7","2010","2010","25-29 years","25-29",151662
,"Division 7: West South Central","CENS-D7","2010","2010","30-34 years","30-34",110607
,"Division 7: West South Central","CENS-D7","2010","2010","35-39 years","35-39",49828
,"Division 7: West South Central","CENS-D7","2010","2010","40-44 years","40-44",10452
,"Division 7: West South Central","CENS-D7","2010","2010","45-49 years","45-49",603
,"Division 7: West South Central","CENS-D7","2010","2010","50 years and over","50+",57
,"Division 7: West South Central","CENS-D7","2011","2011","Under 15 years","15",820
,"Division 7: West South Central","CENS-D7","2011","2011","15-19 years","15-19",60588
,"Division 7: West South Central","CENS-D7","2011","2011","20-24 years","20-24",143607
,"Division 7: West South Central","CENS-D7","2011","2011","25-29 years","25-29",150846
,"Division 7: West South Central","CENS-D7","2011","2011","30-34 years","30-34",113278
,"Division 7: West South Central","CENS-D7","2011","2011","35-39 years","35-39",49658
,"Division 7: West South Central","CENS-D7","2011","2011","40-44 years","40-44",10935
,"Division 7: West South Central","CENS-D7","2011","2011","45-49 years","45-49",555
,"Division 7: West South Central","CENS-D7","2011","2011","50 years and over","50+",33
,"Division 7: West South Central","CENS-D7","2012","2012","Under 15 years","15",777
,"Division 7: West South Central","CENS-D7","2012","2012","15-19 years","15-19",57102
,"Division 7: West South Central","CENS-D7","2012","2012","20-24 years","20-24",144441
,"Division 7: West South Central","CENS-D7","2012","2012","25-29 years","25-29",152064
,"Division 7: West South Central","CENS-D7","2012","2012","30-34 years","30-34",118731
,"Division 7: West South Central","CENS-D7","2012","2012","35-39 years","35-39",51485
,"Division 7: West South Central","CENS-D7","2012","2012","40-44 years","40-44",11183
,"Division 7: West South Central","CENS-D7","2012","2012","45-49 years","45-49",647
,"Division 7: West South Central","CENS-D7","2012","2012","50 years and over","50+",37
,"Division 7: West South Central","CENS-D7","2013","2013","Under 15 years","15",722
,"Division 7: West South Central","CENS-D7","2013","2013","15-19 years","15-19",52801
,"Division 7: West South Central","CENS-D7","2013","2013","20-24 years","20-24",145137
,"Division 7: West South Central","CENS-D7","2013","2013","25-29 years","25-29",154892
,"Division 7: West South Central","CENS-D7","2013","2013","30-34 years","30-34",122705
,"Division 7: West South Central","CENS-D7","2013","2013","35-39 years","35-39",53136
,"Division 7: West South Central","CENS-D7","2013","2013","40-44 years","40-44",11620
,"Division 7: West South Central","CENS-D7","2013","2013","45-49 years","45-49",678
,"Division 7: West South Central","CENS-D7","2013","2013","50 years and over","50+",51
,"Division 7: West South Central","CENS-D7","2014","2014","Under 15 years","15",669
,"Division 7: West South Central","CENS-D7","2014","2014","15-19 years","15-19",48917
,"Division 7: West South Central","CENS-D7","2014","2014","20-24 years","20-24",145522
,"Division 7: West South Central","CENS-D7","2014","2014","25-29 years","25-29",160804
,"Division 7: West South Central","CENS-D7","2014","2014","30-34 years","30-34",131111
,"Division 7: West South Central","CENS-D7","2014","2014","35-39 years","35-39",56556
,"Division 7: West South Central","CENS-D7","2014","2014","40-44 years","40-44",11786
,"Division 7: West South Central","CENS-D7","2014","2014","45-49 years","45-49",674
,"Division 7: West South Central","CENS-D7","2014","2014","50 years and over","50+",74
,"Division 7: West South Central","CENS-D7","2015","2015","Under 15 years","15",627
,"Division 7: West South Central","CENS-D7","2015","2015","15-19 years","15-19",45810
,"Division 7: West South Central","CENS-D7","2015","2015","20-24 years","20-24",142343
,"Division 7: West South Central","CENS-D7","2015","2015","25-29 years","25-29",163790
,"Division 7: West South Central","CENS-D7","2015","2015","30-34 years","30-34",134978
,"Division 7: West South Central","CENS-D7","2015","2015","35-39 years","35-39",59576
,"Division 7: West South Central","CENS-D7","2015","2015","40-44 years","40-44",12375
,"Division 7: West South Central","CENS-D7","2015","2015","45-49 years","45-49",755
,"Division 7: West South Central","CENS-D7","2015","2015","50 years and over","50+",64
,"Division 7: West South Central","CENS-D7","2016","2016","Under 15 years","15",577
,"Division 7: West South Central","CENS-D7","2016","2016","15-19 years","15-19",41932
,"Division 7: West South Central","CENS-D7","2016","2016","20-24 years","20-24",135249
,"Division 7: West South Central","CENS-D7","2016","2016","25-29 years","25-29",162527
,"Division 7: West South Central","CENS-D7","2016","2016","30-34 years","30-34",136272
,"Division 7: West South Central","CENS-D7","2016","2016","35-39 years","35-39",62099
,"Division 7: West South Central","CENS-D7","2016","2016","40-44 years","40-44",12578
,"Division 7: West South Central","CENS-D7","2016","2016","45-49 years","45-49",800
,"Division 7: West South Central","CENS-D7","2016","2016","50 years and over","50+",57
,"Division 7: West South Central","CENS-D7","2017","2017","Under 15 years","15",451
,"Division 7: West South Central","CENS-D7","2017","2017","15-19 years","15-19",38211
,"Division 7: West South Central","CENS-D7","2017","2017","20-24 years","20-24",126800
,"Division 7: West South Central","CENS-D7","2017","2017","25-29 years","25-29",157411
,"Division 7: West South Central","CENS-D7","2017","2017","30-34 years","30-34",132758
,"Division 7: West South Central","CENS-D7","2017","2017","35-39 years","35-39",61984
,"Division 7: West South Central","CENS-D7","2017","2017","40-44 years","40-44",12367
,"Division 7: West South Central","CENS-D7","2017","2017","45-49 years","45-49",764
,"Division 7: West South Central","CENS-D7","2017","2017","50 years and over","50+",56
,"Division 7: West South Central","CENS-D7","2018","2018","Under 15 years","15",416
,"Division 7: West South Central","CENS-D7","2018","2018","15-19 years","15-19",35500
,"Division 7: West South Central","CENS-D7","2018","2018","20-24 years","20-24",121961
,"Division 7: West South Central","CENS-D7","2018","2018","25-29 years","25-29",156500
,"Division 7: West South Central","CENS-D7","2018","2018","30-34 years","30-34",132796
,"Division 7: West South Central","CENS-D7","2018","2018","35-39 years","35-39",64100
,"Division 7: West South Central","CENS-D7","2018","2018","40-44 years","40-44",12913
,"Division 7: West South Central","CENS-D7","2018","2018","45-49 years","45-49",815
,"Division 7: West South Central","CENS-D7","2018","2018","50 years and over","50+",56
,"Division 7: West South Central","CENS-D7","2019","2019","Under 15 years","15",388
,"Division 7: West South Central","CENS-D7","2019","2019","15-19 years","15-19",34518
,"Division 7: West South Central","CENS-D7","2019","2019","20-24 years","20-24",119820
,"Division 7: West South Central","CENS-D7","2019","2019","25-29 years","25-29",154927
,"Division 7: West South Central","CENS-D7","2019","2019","30-34 years","30-34",133159
,"Division 7: West South Central","CENS-D7","2019","2019","35-39 years","35-39",65381
,"Division 7: West South Central","CENS-D7","2019","2019","40-44 years","40-44",13200
,"Division 7: West South Central","CENS-D7","2019","2019","45-49 years","45-49",795
,"Division 7: West South Central","CENS-D7","2019","2019","50 years and over","50+",59
,"Division 7: West South Central","CENS-D7","2020","2020","Under 15 years","15",400
,"Division 7: West South Central","CENS-D7","2020","2020","15-19 years","15-19",32211
,"Division 7: West South Central","CENS-D7","2020","2020","20-24 years","20-24",115574
,"Division 7: West South Central","CENS-D7","2020","2020","25-29 years","25-29",149675
,"Division 7: West South Central","CENS-D7","2020","2020","30-34 years","30-34",131759
,"Division 7: West South Central","CENS-D7","2020","2020","35-39 years","35-39",64721
,"Division 7: West South Central","CENS-D7","2020","2020","40-44 years","40-44",13218
,"Division 7: West South Central","CENS-D7","2020","2020","45-49 years","45-49",771
,"Division 7: West South Central","CENS-D7","2020","2020","50 years and over","50+",63
,"Division 7: West South Central","CENS-D7","2021","2021","Under 15 years","15",406
,"Division 7: West South Central","CENS-D7","2021","2021","15-19 years","15-19",30410
,"Division 7: West South Central","CENS-D7","2021","2021","20-24 years","20-24",113673
,"Division 7: West South Central","CENS-D7","2021","2021","25-29 years","25-29",151594
,"Division 7: West South Central","CENS-D7","2021","2021","30-34 years","30-34",136826
,"Division 7: West South Central","CENS-D7","2021","2021","35-39 years","35-39",67567
,"Division 7: West South Central","CENS-D7","2021","2021","40-44 years","40-44",14050
,"Division 7: West South Central","CENS-D7","2021","2021","45-49 years","45-49",800
,"Division 7: West South Central","CENS-D7","2021","2021","50 years and over","50+",80
,"Division 7: West South Central","CENS-D7","2022","2022","Under 15 years","15",387
,"Division 7: West South Central","CENS-D7","2022","2022","15-19 years","15-19",30135
,"Division 7: West South Central","CENS-D7","2022","2022","20-24 years","20-24",115017
,"Division 7: West South Central","CENS-D7","2022","2022","25-29 years","25-29",154994
,"Division 7: West South Central","CENS-D7","2022","2022","30-34 years","30-34",142439
,"Division 7: West South Central","CENS-D7","2022","2022","35-39 years","35-39",71080
,"Division 7: West South Central","CENS-D7","2022","2022","40-44 years","40-44",14990
,"Division 7: West South Central","CENS-D7","2022","2022","45-49 years","45-49",884
,"Division 7: West South Central","CENS-D7","2022","2022","50 years and over","50+",97
,"Division 7: West South Central","CENS-D7","2023","2023","Under 15 years","15",420
,"Division 7: West South Central","CENS-D7","2023","2023","15-19 years","15-19",29637
,"Division 7: West South Central","CENS-D7","2023","2023","20-24 years","20-24",112616
,"Division 7: West South Central","CENS-D7","2023","2023","25-29 years","25-29",152829
,"Division 7: West South Central","CENS-D7","2023","2023","30-34 years","30-34",142120
,"Division 7: West South Central","CENS-D7","2023","2023","35-39 years","35-39",71550
,"Division 7: West South Central","CENS-D7","2023","2023","40-44 years","40-44",15802
,"Division 7: West South Central","CENS-D7","2023","2023","45-49 years","45-49",969
,"Division 7: West South Central","CENS-D7","2023","2023","50 years and over","50+",102
,"Division 8: Mountain","CENS-D8","2007","2007","Under 15 years","15",484
,"Division 8: Mountain","CENS-D8","2007","2007","15-19 years","15-19",36829
,"Division 8: Mountain","CENS-D8","2007","2007","20-24 years","20-24",92607
,"Division 8: Mountain","CENS-D8","2007","2007","25-29 years","25-29",102264
,"Division 8: Mountain","CENS-D8","2007","2007","30-34 years","30-34",72145
,"Division 8: Mountain","CENS-D8","2007","2007","35-39 years","35-39",34293
,"Division 8: Mountain","CENS-D8","2007","2007","40-44 years","40-44",6969
,"Division 8: Mountain","CENS-D8","2007","2007","45-49 years","45-49",448
,"Division 8: Mountain","CENS-D8","2007","2007","50 years and over","50+",29
,"Division 8: Mountain","CENS-D8","2008","2008","Under 15 years","15",439
,"Division 8: Mountain","CENS-D8","2008","2008","15-19 years","15-19",35692
,"Division 8: Mountain","CENS-D8","2008","2008","20-24 years","20-24",89254
,"Division 8: Mountain","CENS-D8","2008","2008","25-29 years","25-29",101557
,"Division 8: Mountain","CENS-D8","2008","2008","30-34 years","30-34",72452
,"Division 8: Mountain","CENS-D8","2008","2008","35-39 years","35-39",33829
,"Division 8: Mountain","CENS-D8","2008","2008","40-44 years","40-44",6870
,"Division 8: Mountain","CENS-D8","2008","2008","45-49 years","45-49",449
,"Division 8: Mountain","CENS-D8","2008","2008","50 years and over","50+",25
,"Division 8: Mountain","CENS-D8","2009","2009","Under 15 years","15",361
,"Division 8: Mountain","CENS-D8","2009","2009","15-19 years","15-19",32859
,"Division 8: Mountain","CENS-D8","2009","2009","20-24 years","20-24",83000
,"Division 8: Mountain","CENS-D8","2009","2009","25-29 years","25-29",97117
,"Division 8: Mountain","CENS-D8","2009","2009","30-34 years","30-34",72057
,"Division 8: Mountain","CENS-D8","2009","2009","35-39 years","35-39",32950
,"Division 8: Mountain","CENS-D8","2009","2009","40-44 years","40-44",6929
,"Division 8: Mountain","CENS-D8","2009","2009","45-49 years","45-49",497
,"Division 8: Mountain","CENS-D8","2009","2009","50 years and over","50+",30
,"Division 8: Mountain","CENS-D8","2010","2010","Under 15 years","15",314
,"Division 8: Mountain","CENS-D8","2010","2010","15-19 years","15-19",28919
,"Division 8: Mountain","CENS-D8","2010","2010","20-24 years","20-24",77789
,"Division 8: Mountain","CENS-D8","2010","2010","25-29 years","25-29",93668
,"Division 8: Mountain","CENS-D8","2010","2010","30-34 years","30-34",71991
,"Division 8: Mountain","CENS-D8","2010","2010","35-39 years","35-39",32495
,"Division 8: Mountain","CENS-D8","2010","2010","40-44 years","40-44",6996
,"Division 8: Mountain","CENS-D8","2010","2010","45-49 years","45-49",482
,"Division 8: Mountain","CENS-D8","2010","2010","50 years and over","50+",34
