State,Year,Maternal_Mortality_Rate,"$10,000 to $14,999","$100,000 to $149,999","$15,000 to $24,999","$150,000 to $199,999","$200,000 or more","$25,000 to $34,999","$35,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","Less than $10,000",Percent_Overweight,Percent_Obese,Percent_Overweight_or_Obese,Percent_No_Activity,Births,BirthCenterBirths,MD_Delivery,DO_Delivery,CNM_Delivery,Other_Delivery_Attendant,Unmarried,3rdMonthInitialCare,4thMonthInitialCare,7thMonthInitialCare,8thMonthInitialCare,UnknownInitialCare,20-27Weeks,32-35Weeks,37-39Weeks,40Weeks,42PlusWeeks
Florida,2019,31.363351242261434,0.03572218866680604,0.1495833382310496,0.08253273851702832,0.06188584883719319,0.07523395214288732,0.09057806517434236,0.131491542212916,0.1866387665372352,0.13332119212997479,0.05315609092741564,32.5,27.2,59.7,27.2,220002,0.000545449586821938,0.7908200834537867,0.060626721575258405,0.1285670130271543,0.0066044854137689655,0.46610030817901654,0.2767247570476632,0.09673093880964719,0.02715429859728548,0.022295251861346715,0.056476759302188165,0.0073090244634139686,0.0470313906237216,0.6674575685675584,0.17986654666775756,0.0016727120662539431
Georgia,2011,36.251312221978864,0.05507011727914599,0.11964469014005435,0.11182169078532878,0.041797517830528715,0.03803988595300194,0.10508951247703824,0.14318415318763947,0.18667964608557777,0.11525968887746046,0.08336354086310595,28.4,29.3,57.7,29.7,132409,0.0015557854828599264,0.8114856240889969,0.019069700700103467,0.15583532841423167,0.01260488335385057,0.45441775105921806,0.2357317100801305,0.0913910685829513,0.02058017204268592,0.014054935842729724,0.17147625916667297,0.00820185939022272,0.047028525251304666,0.6521988686569644,0.188861784319797,0.0021826310900316444
Georgia,2012,30.703101013202335,0.05354266290468013,0.1214602654442722,0.1085330604317608,0.04468706167525306,0.04515502667937102,0.10413734036502412,0.13773868898102817,0.18443049949070703,0.11906666840198457,0.08124632814724446,29.9,30.5,60.4,25.7,130280,0.0023564630027632792,0.8044289223211545,0.023626036229659194,0.1539914031317163,0.017109303039607,0.4517040221062327,0.25,0.09489560945655512,0.020962542216763892,0.01434602394841879,0.13338962235185753,0.008143997543751919,0.047474669941664105,0.6537611298741173,0.18784924777402517,0.002080135093644458
Georgia,2013,63.6903097523845,0.05003756287761072,0.12434179412531651,0.10663887644904532,0.04609979155055407,0.04489453991121336,0.10585237161720222,0.13733572087074697,0.18166219782872195,0.12247973395490219,0.08057322799149594,29.8,31.5,61.3,31.1,128748,0.0027883928294031753,0.8060940752477709,0.02077702177897909,0.13948177835772207,0.02705284742287259,0.4539643334265387,0.23753378693261254,0.0867275608164787,0.019518749805822227,0.01474197657439339,0.15489172647342095,0.008644794482244384,0.04648615900829527,0.6503712679031908,0.1909388883710815,0.002524311057259142
Georgia,2014,79.4220518381623,0.049382237096223955,0.1249115407279176,0.10462785078506723,0.04972316124539378,0.04992570830854594,0.10119402395942292,0.14137593287527173,0.1816371238542586,0.12394188613494303,0.07386178644028611,28.4,32.4,60.8,25.8,130946,0.003413620881890245,0.8254624043498847,0.020794831457241918,0.13164205092175402,0.01795396575687688,0.45373665480427045,0.20685626135964444,0.07716157805507613,0.020267896690238724,0.013623936584546302,0.17714935927787026,0.008293495028485025,0.048096161776610205,0.6520779557985734,0.1903609121317184,0.0026804942495379774
Georgia,2015,74.57916045173663,0.04778300169818176,0.13628948553952605,0.09942059243163276,0.05317468189848137,0.05230578570117937,0.09822466025607006,0.13652030850393948,0.18423754993118893,0.12175778969578482,0.06989743052774934,27.2,32.3,59.5,29.6,131404,0.003097318194271103,0.8154317981187788,0.022860795713981308,0.12403732002069952,0.032114699704727405,0.4519421022191105,0.2227557760798758,0.07656540135764513,0.021490974399561658,0.014854951143039787,0.1410915953852242,0.008964719491035281,0.04723600499223768,0.6543712520166813,0.19020729962558217,0.002237374813552099
Georgia,2016,56.13571000138417,0.044156013037196094,0.1400271655764692,0.09390423586070998,0.056013541561818904,0.06071433975347042,0.09357584991654941,0.13212331610376163,0.18542293149200373,0.1283906808125902,0.0660742123726175,28.8,33.1,61.900000000000006,30.2,130042,0.0037295642946125096,0.8171513818612448,0.025914704480091047,0.13263407206902386,0.019509081681302963,0.44904723089463405,0.2515418095692161,0.08558004337060335,0.023284784915642637,0.01617169837437136,0.04916873010258224,0.008943264483782163,0.04778456191076729,0.6549191799572446,0.1855938850525215,0.002429984158964027
Georgia,2017,57.25648584449448,0.04051082331607519,0.14799777516803442,0.09057514665257305,0.06135369666004699,0.06573050715154583,0.09152472010969401,0.12929793532705322,0.1811161297838764,0.1299782959257145,0.06118525002362887,27.9,33.6,61.5,32.9,129243,0.003234217713918742,0.8148990661002917,0.026074913148100863,0.13655671873911934,0.01911128649133802,0.4492312929907229,0.25516275542969447,0.0885309068963116,0.02225265584983326,0.01702993585726113,0.017772722700649165,0.008603947602578089,0.0494185371741603,0.6562753882221861,0.1839944909975782,0.001996239641605348
Georgia,2018,49.13927020258061,0.03602030332292833,0.15491811563232108,0.08550632473920855,0.0660685524174657,0.07667583409758175,0.08909856743759638,0.12345997864187047,0.17673165236667437,0.1289050555844948,0.06239877547008067,31.0,33.3,64.3,29.3,126172,0.0031147956757442224,0.8195796214691057,0.023143011127666993,0.13333386171258282,0.020630567796341502,0.45149478489680755,0.24820086865548616,0.08930666074881907,0.022445550518340043,0.016001965570808102,0.022596138604444725,0.008599372285451606,0.0509938813682909,0.6605110484101069,0.18103065656405543,0.0019893478743302794
Georgia,2019,50.64453078633547,0.037019694755273294,0.16071783163327552,0.07946024321638652,0.07053178447591858,0.08286950909936903,0.08355851421426702,0.11852434057025349,0.1819260632618392,0.13221599021951402,0.05357885096117844,29.5,33.6,63.1,29.6,126371,0.00015035095077193343,0.812338273812821,0.026548812623149298,0.13674023312310576,0.021729668990512065,0.4562439167213997,0.253887363398248,0.08513820417659115,0.021943325604766917,0.014773959215326302,0.020867129325557288,0.008372173995616083,0.050858187400590324,0.6721004027822839,0.17175617823709555,0.001827951033069296
Illinois,2011,27.896250743900023,0.04344736167833211,0.14154361941197374,0.10078954097696467,0.054730812602784194,0.05434251794947384,0.09394261192359213,0.1286124707810402,0.1863114383685698,0.1310293495408884,0.06559812405997142,29.2,26.5,55.7,26.9,161312,9.918666931164451e-05,0.8776780400714144,0.054788236461019636,0.055978476492759374,0.005864411823050982,0.39985245982939893,0.34139431660384845,0.10696662368577663,0.016979517952787144,0.01131967863519143,0.023135290616941084,0.007649771870660583,0.04598541955961119,0.6208527573894068,0.22300882761356874,0.0020891192223765126
Illinois,2012,21.990449861774316,0.0430146129902094,0.1488044151486029,0.09329510338156541,0.05739412536981764,0.05809912359591023,0.09147402702848235,0.12795413487799515,0.1803266271997276,0.13562771089358355,0.06474445040020484,29.8,28.0,57.8,23.4,159160,0.0001319426991706459,0.8744156823322443,0.058419200804222166,0.05929253581301835,0.005805478763508419,0.40397712993214374,0.34286881125911034,0.1041090726313144,0.017579793918069866,0.011774315154561447,0.02907765770294044,0.007250565468710731,0.04397461673787384,0.6253141492837396,0.2167692887660216,0.002079668258356371
