State,Year,Maternal_Mortality_Rate,"$10,000 to $14,999","$100,000 to $149,999","$15,000 to $24,999","$150,000 to $199,999","$200,000 or more","$25,000 to $34,999","$35,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","Less than $10,000",Percent_Overweight,Percent_Obese,Percent_Overweight_or_Obese,Percent_No_Activity,Births,ChronicHypertensionBirths,DiabetesBirths,EnclampsiaBirths,Pregnancy-AssociatedHypertensionBirths,TobaccoUseBirths,HospitalBirths,ResidenceBirths,MD_Delivery,DO_Delivery,CNM_Delivery,Other_Delivery_Attendant,Vaginal_Delivery,Cesarean_Delivery,Married,Unmarried,NoPrenatalCare,1stMonthInitialCare,2ndMonthInitialCare,3rdMonthInitialCare,4thMonthInitialCare,5thMonthInitialCare,6thMonthInitialCare,7thMonthInitialCare,8thMonthInitialCare,9thMonthInitialCare,UnknownInitialCare,NotReportedInitialCare,20-27Weeks,28-31Weeks,32-35Weeks,36Weeks,37-39Weeks,40Weeks,41Weeks,42PlusWeeks
Arkansas,2012,46.939786684747176,0.06964613276171065,0.0959134835014232,0.13391292124960466,0.025374073163017888,0.02323857047475138,0.12121868081667077,0.1498615454896862,0.18968654461116774,0.10699370980778015,0.08374143444495204,26.8,35.1,61.900000000000006,33.7,38347,0.016767934910162464,0.041176623986230995,0.0015907372154275433,0.046496466477169006,0.0,0.9894646256552012,0.01001382115941273,0.9389782773098286,0.042089342060656634,0.006284715883902261,0.005319842490938013,0.6473518137012022,0.34636347041489557,0.5482045531593084,0.45179544684069156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007901530758599108,0.009909510522335515,0.04699194200328578,0.03890786762980155,0.675985083578898,0.17211255117740631,0.04151563355673195,0.0029989308159699586
Arkansas,2013,39.64897441319518,0.06392877994954176,0.09716158959553053,0.13097218725616758,0.02905616649436585,0.025003437088776878,0.12255140902784846,0.15584849669771653,0.18405583617674315,0.10811027966296889,0.08317076349793864,31.1,34.1,65.2,36.4,37832,0.017128356946500316,0.038565235779234514,0.0022996405159653203,0.051358638189892156,0.0,0.9880788750264327,0.010467329245083527,0.9411873546204271,0.040838443645591034,0.005550856417847325,0.004784309579192218,0.6523313596954958,0.34251427363078873,0.5497462465637556,0.45025375343624446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007559737788115881,0.009938676252907591,0.044459716641996196,0.038855994924931275,0.669618312539649,0.1751163036582787,0.045939945020088815,0.0034891097483611758
Arkansas,2014,59.723195969982605,0.06704949336158433,0.10105571029054104,0.12598465560548844,0.02967672254213443,0.028154884973998828,0.11881546571433453,0.15825188387471592,0.18491981784939254,0.11050569861422005,0.07565116848646401,29.6,36.0,65.6,32.4,38511,0.017034094154916777,0.053361377268832284,0.002648593908234011,0.04793435641764691,0.14876269117914362,0.9861857651060736,0.009893277245462335,0.9299161278595726,0.05099841603697645,0.004829788891485549,0.005297187816468022,0.6796240035314586,0.3203759964685415,0.5605151774817585,0.43948482251824156,0.022149515722780504,0.048245955700968554,0.2655864558178183,0.24868219469761887,0.10921554880423776,0.06595518163641557,0.040092441120718754,0.031938926540468954,0.01752745968684272,0.0068292176261327935,0.14367323621822337,0.0,0.006777284412245852,0.009166212251045155,0.046090727324660484,0.03762561346108904,0.6737036171483473,0.1823634805639947,0.04055984004570123,0.002726493729064423
Arkansas,2015,41.14591369644602,0.06094913287376128,0.10454662015987383,0.12251567464375332,0.028528149811462265,0.03384839033432341,0.12188563692919056,0.15064391187470247,0.1846722628702568,0.11337802297953815,0.0789602834187474,32.0,33.9,65.9,37.9,38886,0.016484081674638686,0.05369541737386206,0.0023401738414853676,0.05318109345265648,0.14383068456513912,0.9861904027156303,0.009309262973820913,0.9280717996194003,0.05505837576505683,0.00498894203569408,0.004551766702669341,0.6773903204238029,0.3226096795761971,0.5499151365530011,0.45008486344699894,0.024250372884842875,0.03883145605102093,0.28465257419122564,0.26099367381576916,0.09944453016509798,0.0573985496065422,0.0377770920125495,0.03404824358380908,0.01872139073188294,0.007431980661420563,0.136347271511598,0.0,0.00727768348505889,0.010286478424111506,0.04862932674998714,0.041840250990073546,0.6782132386977319,0.1709612714087332,0.03926863138404567,0.002803065370570385
Arkansas,2016,44.4165752207765,0.057646221935062476,0.11352058045455492,0.11527939471678576,0.03535368319406595,0.0335772349408362,0.11537708702691969,0.15047260859276168,0.18775439236264796,0.1145743877566495,0.07604940762134037,27.0,39.4,66.4,35.4,38274,0.01813241364895229,0.05510268067095156,0.0034488164289073523,0.05243768615770497,0.13648952291372735,0.9863876260646914,0.00911846161885353,0.9243350577415478,0.0579244395673303,0.0044155301248889585,0.0061660657365313265,0.6771960077337096,0.32277786486910176,0.554893661493442,0.44510633850655795,0.02735538485656059,0.04540941631394681,0.2982181115117312,0.2600721116162408,0.08961697235721378,0.05442336834404557,0.03892982181115117,0.03976589852118932,0.02152897528348226,0.007785964362230235,0.11681559283064222,0.0,0.00721116162407901,0.01102576161362805,0.046062601243664104,0.044076919057323506,0.6746355228092178,0.17782306526623817,0.036499973872602814,0.0018289178032084444
Arkansas,2017,37.3134328358209,0.05687201470715799,0.11395634022334958,0.11186261287100177,0.04531559109847584,0.034199878559616315,0.11176502684839819,0.14749515217823195,0.18790870705165694,0.11933266550449526,0.0711597976366694,28.8,37.4,66.2,35.9,37520,0.021961620469083155,0.057569296375266525,0.006689765458422175,0.05613006396588486,0.1343816631130064,0.9887526652452026,0.007782515991471215,0.9190831556503198,0.06433901918976546,0.0042110874200426435,0.006902985074626866,0.6649520255863539,0.33488805970149255,0.5448027718550107,0.4550106609808102,0.03296908315565032,0.0652185501066098,0.3246002132196162,0.2738539445628998,0.09592217484008529,0.05397121535181237,0.03656716417910448,0.03502132196162047,0.01942963752665245,0.007169509594882729,0.05525053304904051,0.0,0.007196162046908316,0.010287846481876332,0.050266524520255866,0.045549040511727076,0.6819029850746269,0.16713752665245202,0.03504797441364606,0.001732409381663113
Arkansas,2018,62.131935815008916,0.05257182531998444,0.12693172560451196,0.11283130186608889,0.043440079130402924,0.04072773454331674,0.10791949493310725,0.14920721314792815,0.18296847169814612,0.11439402265404348,0.07027044943487006,29.4,39.4,68.8,33.4,37018,0.02234048300826625,0.060024852774326,0.002161110810956832,0.06737262953157923,0.13396185639418662,0.9881679183100114,0.008806526554649089,0.9179588308390513,0.0641849910854179,0.004349235507050624,0.007266735101842347,0.6520611594359501,0.34783078502350206,0.5461397158139284,0.45369820087524987,0.024960829866551407,0.02587930196120806,0.3639850883354044,0.30785023502080067,0.10289588848668216,0.05834999189583446,0.03876492517153817,0.035793397806472525,0.02104381652169215,0.008536387703279486,0.011805067804851693,0.0,0.006915554595061862,0.01021124858177103,0.05210978442919661,0.04662596574639365,0.6888000432222162,0.16054351936895564,0.031417148414284946,0.0024042357771894753
Arkansas,2019,38.28902745870255,0.05202548331471949,0.1295717751910884,0.11133518696408541,0.04398722015446769,0.04374594033688217,0.10973926851596942,0.13652723007644926,0.18771257359468393,0.12307631420256326,0.061868311211387854,29.2,39.0,68.2,34.1,36564,0.024395580352259052,0.06626736680888305,0.00210589651022864,0.0776173285198556,0.11957116289246253,0.9891970243955803,0.008915873536812165,0.9143966743244721,0.07094409801991029,0.004485286073733727,0.004430587463078438,0.6552346570397112,0.3447106443496335,0.5319713379280167,0.4678645662400175,0.021605951208839295,0.021715348430149873,0.38950880647631553,0.3000218794442621,0.09807460890493382,0.05579258286839514,0.03853517120665135,0.032873865003828905,0.023629799803085,0.007739853407723444,0.010420085329832622,0.0,0.007384312438464063,0.011076468657696095,0.05155344054261022,0.048791160704518104,0.7035061809430041,0.15006563833278636,0.025243408817416036,0.00169565693031397
California,2011,14.140046204094638,0.04863154498107232,0.15082758403313698,0.09850757844285923,0.06732761721411955,0.07173586479657768,0.09008951316094557,0.12422333998383246,0.1687541220152319,0.12266452742618715,0.056951567476391254,28.5,24.5,53.0,20.1,502120,0.0062972994503305985,0.047841153509121326,0.0010455667967816458,0.026398072173982316,0.022090336971241933,0.9916991954114555,0.006082211423564088,0.8667808491993946,0.03717039751453836,0.083227117023819,0.008392416155500676,0.6680773520274038,0.3319146817493826,0.5963335457659523,0.4036664542340476,0.004791683262965028,0.0973193658886322,0.41428343822193897,0.2903807854696089,0.08096670118696726,0.03767426113279694,0.021841392495817732,0.01368796303672429,0.00956345096789612,0.004670198358958018,0.024219310125069705,0.0,0.005164104198199634,0.007755118298414722,0.03803672428901458,0.03379670198358958,0.6004919142834382,0.23628813829363499,0.07069226479725962,0.005428981120050984
California,2012,16.079244871018652,0.04809699252613354,0.15272923250884388,0.09491075048987621,0.06874675478537486,0.07542166362298043,0.08802151530235347,0.12287634997323724,0.16964938304675048,0.1226010804752348,0.05769140498147755,29.8,23.8,53.6,21.1,503755,0.006868418179472164,0.055411856954273406,0.0011235620490119204,0.02912526922809699,0.020440491905787537,0.9911722960566148,0.006656013339817967,0.8627745630316325,0.03887008565671805,0.08439618465325406,0.008932913817232583,0.6677611140336076,0.3322349157824736,0.5989598118132823,0.40104018818671777,0.005139403082847813,0.09284870621631547,0.42193328105924505,0.2895554386556957,0.07836746037260175,0.03681750057071394,0.021804250081885045,0.013651477404690773,0.009752756796458597,0.0049805957260970115,0.02459131919286161,0.0,0.005067939772309953,0.007741858641601572,0.037548014411767625,0.033708846562317,0.6047622356105646,0.23452868954154302,0.06938094907246578,0.004996476461772092
California,2013,15.56483156628698,0.04644689836447076,0.15326542938292384,0.09151039152681159,0.07141128499348633,0.08496915817549437,0.08736449866436748,0.12002235240038475,0.16651101609974198,0.1221869346462778,0.05645888190066474,29.7,23.1,52.8,21.8,494705,0.007396327104031696,0.05872995017232492,0.0008833547265542091,0.03298733588704379,0.01974510061551834,0.9902810766012068,0.007129501420038205,0.8528153141771359,0.04498842744666013,0.0871751852113886,0.009534975389373465,0.6677272313803175,0.3322687258062886,0.6031998868012249,0.396800113198775,0.005868143641159883,0.09340718205799416,0.43663193216159124,0.2823339161722643,0.07474151261863131,0.03625595051596406,0.0213177550257224,0.014356030361528587,0.0103415166614447,0.004946382187364187,0.019419654137314158,0.0,0.005478012148654249,0.0074367552379701034,0.037850840399834246,0.033086384815192896,0.6041580335755652,0.23257699032756896,0.07242295913726363,0.005146501450359305
California,2014,17.499239379651964,0.04544080021062815,0.1577179355657604,0.08692608765107449,0.07638076170945993,0.08970936571320229,0.08538227475693984,0.1169338287583189,0.16400195248591948,0.1231007985498626,0.05347611550526808,27.6,25.4,53.0,23.0,502879,0.007596260730712557,0.06316032286096655,0.0007596260730712558,0.036539604954671005,0.01829267080152482,0.9899180518574051,0.0072065049445294,0.8478103082451246,0.04766156471039753,0.08953446057600337,0.00903199377981582,0.6729352388944457,0.3270607840056952,0.6123123057435288,0.38768769425647126,0.006315634576110754,0.13307773838239417,0.4831838275211333,0.21550711006027296,0.06346258245025145,0.03274545168917374,0.020213610033427525,0.015319788656913491,0.01063476502299758,0.003330821131922391,0.016156968177235477,0.0,0.005259714563543119,0.007665859978245264,0.03719184933154894,0.032411375301016745,0.6067861254894319,0.23128028810111378,0.07303745036082239,0.004804336629686267
California,2015,17.08192000780888,0.04274472384586691,0.1605062665771319,0.08477586452680717,0.08071372133200407,0.09785645915683168,0.08190348301464506,0.11397931234307807,0.1627983152454269,0.12464861140375666,0.05015013688965433,30.2,23.7,53.9,20.3,491748,0.007727535241627826,0.06336985610515955,0.0006893774860294297,0.037795781579182834,0.017075819322091804,0.989234323271269,0.007542481108209896,0.8361274473917535,0.05090005449945907,0.09688295631095602,0.00967162042346893,0.677383537909661,0.32261646209033895,0.6116100116319741,0.3883899883680259,0.006452491926759235,0.1265261882102215,0.48542749538381447,0.2207675476056842,0.06441103980087362,0.03162392119540903,0.01932493878978664,0.015101230711665324,0.011044274709810717,0.0036766799254902916,0.015609621188088207,0.0,0.005069669830888992,0.007705166060665219,0.03828180287464311,0.033328046072378534,0.6052103923147628,0.2311204112675598,0.07369018277654409,0.004303016992443284
California,2016,18.61599297911122,0.039998143380160965,0.16403031913455754,0.0801021846897666,0.084873722447534,0.11075817994157593,0.07651630120579037,0.11063224810559597,0.1609592482163553,0.12366524871816285,0.04856550262238263,29.5,25.2,54.7,22.3,488827,0.008504031078479708,0.06519484398365884,0.00079578255701915,0.03931656802918006,0.015835868313329664,0.9891454440937182,0.007268420115910128,0.8289660759327943,0.05495604784514767,0.10003129941676708,0.009582122100456808,0.6809648403218317,0.31903311396465417,0.6177563841604494,0.3822436158395506,0.007217277278055426,0.12430369026260825,0.4900077123399485,0.22220744762461975,0.061725313863595914,0.030076080085592653,0.018190484568160106,0.014512291669649999,0.011889686944460924,0.003496124395747371,0.016345250978362487,0.0,0.004919941001622251,0.007620282840350471,0.03899948243448091,0.03438230703295849,0.6082704105951594,0.22830571961041432,0.07262078404016145,0.0038479871201877146
California,2017,18.869604671181236,0.03802849781153058,0.1713737483924579,0.07379604604333978,0.09020040848307148,0.12129376449737946,0.0727267596033282,0.10553770279154746,0.15761296298298935,0.12396202021255157,0.04546744217508378,29.6,25.8,55.400000000000006,21.1,471658,0.009655301086804421,0.07082038256533335,0.0008947160866560092,0.04464675676019489,0.01431757756679628,0.9885552667398836,0.007463034656467186,0.819776193767518,0.05814170437053967,0.10497436702017139,0.010094178408931896,0.6860479415169466,0.31394993830275325,0.001454443685891048,0.0009222784305577347,0.00847860102023076,0.12171531067001938,0.4970253870389138,0.22322318289947377,0.061114197151325746,0.02960195735045308,0.01811694066463412,0.013821455376565223,0.011207273066501575,0.0036806330010304075,0.011962057253348824,0.0,0.004893376132706326,0.007634769260777936,0.03852791641401185,0.03548333750302126,0.6086995238075046,0.22595609530634486,0.07429535807725089,0.0036382293950277533
California,2018,17.80532840939066,0.034231279299941936,0.1729631505299858,0.06955532196185055,0.09501860691335466,0.13503689744154979,0.06900785141289208,0.10095710881566836,0.1536228002451456,0.12359942823082541,0.046007003046713936,30.4,25.6,56.0,22.5,454920,0.010892024971423548,0.07547480875758375,0.0009232392508572936,0.04993405433922448,0.013244086872417129,0.9890288402356459,0.007185878835839268,0.8104875582520004,0.06146575222017058,0.11108546557636508,0.009410445792666842,0.6912248307394707,0.3087663765057593,0.0,0.0,0.008252000351710191,0.11574562560450188,0.5050975995779478,0.22726413435329287,0.059430229490899496,0.0290886309680823,0.01728215950057153,0.01352765321375187,0.01088103402796096,0.0034995163984876464,0.009878659984173041,0.0,0.0050514376154049065,0.0077156423107359534,0.03960916205047041,0.03529631583575134,0.6125450628681967,0.22320627802690582,0.07276664028840235,0.0030862569242943814
California,2019,15.6782289872536,0.03267399932426855,0.17929882315186169,0.0614847339194631,0.09984813112457833,0.14919045738435355,0.0648315371744354,0.09546718562972087,0.14992544641011876,0.12585705536425545,0.04094536927041122,30.3,28.0,58.3,24.3,446479,0.011982646440258109,0.080404677487631,0.000889179558277097,0.05678430564483436,0.011053151436013788,0.9886713596832102,0.006900660501389763,0.7979882592462355,0.0731859729124998,0.11496397366953429,0.0061794619679760975,0.692388667776088,0.30760013348892107,0.0,0.0,0.0076509757457797565,0.10723012728482191,0.4983795430468174,0.24087807041316614,0.060428374010871734,0.02837087522593448,0.016721951088405053,0.013541510350990752,0.01109570662897919,0.00352760152213206,0.01212822999513975,0.0,0.004983437070948465,0.008562552774038645,0.039029831190268746,0.03670497380615886,0.622439129275957,0.217739244174978,0.06720808817435982,0.0026585796868385746
Florida,2011,23.428641045104822,0.05650916354238447,0.10772517010393405,0.1208267904349123,0.03713710013486525,0.03765876114877616,0.11817729859454858,0.14908896976576838,0.1864661642109126,0.11266192727467365,0.0746447098334872,30.4,25.6,56.0,29.2,213414,0.01502244463812121,0.057882800566035966,0.001054288847029717,0.0496874619284583,0.06665916950153224,0.9855164141059162,0.006906763380096901,0.8213894121285389,0.05424198974762668,0.10780923463315434,0.005337044430074878,0.6183333801906155,0.38116056116281033,0.5241877290149662,0.47581227098503376,0.01210792169211017,0.09910315162079339,0.3332115043998988,0.2727843534163644,0.10882603765451189,0.05533845014853758,0.03292661212479031,0.02075777596596287,0.013822898216611843,0.005524473558435716,0.04506264818615461,0.0,0.007801737468019905,0.00976974331580871,0.04584516479706111,0.039378859868612184,0.6565267508223454,0.19480915029004658,0.04182949572193014,0.001977377304206847
Florida,2012,30.02608516148404,0.054765920883095294,0.11154561433356744,0.11875009384434179,0.03727056963543689,0.04079877820029527,0.11617376325576023,0.15065423477037573,0.18387287385412532,0.11339207584587198,0.07277488997491802,31.2,23.9,55.099999999999994,26.1,213148,0.014769080638804962,0.057199692232627095,0.00102276352581305,0.052691087882598006,0.06628727456978249,0.9841940811079626,0.007595661230694165,0.823554525494023,0.053887439713250884,0.10533995158293767,0.005010602961322649,0.6184247565072156,0.3810967027605232,0.5207039240340046,0.47929607596599544,0.013507046746861337,0.09384559085705707,0.33451404657796463,0.2781682211421172,0.11075872163942425,0.056627319984236306,0.03363859853247509,0.0223975829001445,0.015651096890423554,0.006352393641976467,0.033784037382476026,0.0,0.00758158650327472,0.00990391652748325,0.045100118227710324,0.039371704167995944,0.6581530204365043,0.19421716366093042,0.042336780077692496,0.0019235460806575713
Florida,2013,38.53170974016629,0.05246573697014864,0.11281465557947715,0.11360299626902381,0.03931499337943616,0.044035464124529335,0.1133512723685828,0.15063169465203846,0.18654148874470358,0.1144845367472125,0.07316217196842065,30.0,25.3,55.3,30.0,215407,0.014409930967888694,0.05322018318810438,0.001030607176182761,0.05220814551059158,0.06566638967164484,0.9830414053396593,0.008049877673427512,0.8248849851676129,0.05129824007576356,0.10406347054645393,0.006401834666468592,0.6223660326730329,0.3771325908628782,0.5200434526268877,0.4799565473731123,0.013230767802346256,0.09950465862297883,0.325885416908457,0.2811282827391868,0.11250330769195059,0.0555599400205193,0.03239913280441211,0.022079133918582034,0.015644802629441013,0.006912495879892483,0.03444177765810767,0.0,0.007325667225299085,0.009697920680386432,0.04440431369454103,0.03841565037347904,0.6549833570868171,0.19780229983241027,0.043842586359774754,0.002014790605690623
