"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"OE Gestational Age 10"	"OE Gestational Age 10 Code"	Births
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"32 - 35 weeks"	"04"	12253
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"36 weeks"	"05"	10742
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"37 - 39 weeks"	"06"	159133
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"40 weeks"	"07"	37428
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"41 weeks"	"08"	8098
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"42 weeks or more"	"09"	478
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Unknown or Not Stated"	"10"	534
"Total"	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"			233335
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Under 20 weeks"	"01"	72
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"20 - 27 weeks"	"02"	1747
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"28 - 31 weeks"	"03"	2491
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"32 - 35 weeks"	"04"	12081
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"36 weeks"	"05"	10814
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"37 - 39 weeks"	"06"	159826
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"40 weeks"	"07"	36714
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"41 weeks"	"08"	7597
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"42 weeks or more"	"09"	494
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Unknown or Not Stated"	"10"	230
"Total"	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"			232066
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Under 20 weeks"	"01"	60
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"20 - 27 weeks"	"02"	1729
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"28 - 31 weeks"	"03"	2612
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"32 - 35 weeks"	"04"	12355
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"36 weeks"	"05"	10737
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"37 - 39 weeks"	"06"	158723
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"40 weeks"	"07"	35344
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"41 weeks"	"08"	7137
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"42 weeks or more"	"09"	455
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Unknown or Not Stated"	"10"	282
"Total"	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"			229434
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Under 20 weeks"	"01"	76
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"20 - 27 weeks"	"02"	1691
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"28 - 31 weeks"	"03"	2600
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"32 - 35 weeks"	"04"	12151
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"36 weeks"	"05"	11119
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"37 - 39 weeks"	"06"	162091
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"40 weeks"	"07"	32474
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"41 weeks"	"08"	5991
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"42 weeks or more"	"09"	403
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Unknown or Not Stated"	"10"	174
"Total"	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"			228770
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Under 20 weeks"	"01"	76
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"20 - 27 weeks"	"02"	1590
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"28 - 31 weeks"	"03"	2502
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"32 - 35 weeks"	"04"	11850
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"36 weeks"	"05"	10755
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"37 - 39 weeks"	"06"	159373
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"40 weeks"	"07"	31292
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"41 weeks"	"08"	5515
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"42 weeks or more"	"09"	416
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Unknown or Not Stated"	"10"	108
"Total"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"			223477
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Under 20 weeks"	"01"	65
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"20 - 27 weeks"	"02"	1702
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"28 - 31 weeks"	"03"	2562
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"32 - 35 weeks"	"04"	12689
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"36 weeks"	"05"	11313
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"37 - 39 weeks"	"06"	161733
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"40 weeks"	"07"	31014
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"41 weeks"	"08"	5546
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"42 weeks or more"	"09"	400
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Unknown or Not Stated"	"10"	117
"Total"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"			227141
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Under 20 weeks"	"01"	66
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"20 - 27 weeks"	"02"	1582
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"28 - 31 weeks"	"03"	2399
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"32 - 35 weeks"	"04"	12404
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"36 weeks"	"05"	11336
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"37 - 39 weeks"	"06"	161322
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"40 weeks"	"07"	31750
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"41 weeks"	"08"	5959
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"42 weeks or more"	"09"	459
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Unknown or Not Stated"	"10"	127
"Total"	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"			227404
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Under 20 weeks"	"01"	65
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"20 - 27 weeks"	"02"	1670
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"28 - 31 weeks"	"03"	2460
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"32 - 35 weeks"	"04"	12101
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"36 weeks"	"05"	11593
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"37 - 39 weeks"	"06"	161866
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"40 weeks"	"07"	31170
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"41 weeks"	"08"	5831
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"42 weeks or more"	"09"	463
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Unknown or Not Stated"	"10"	103
"Total"	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"			227322
"Total"	"Division 6: East South Central"	"CENS-D6"					3235848
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Under 20 weeks"	"01"	267
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"20 - 27 weeks"	"02"	3871
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"28 - 31 weeks"	"03"	5385
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"32 - 35 weeks"	"04"	26162
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"36 weeks"	"05"	24174
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"37 - 39 weeks"	"06"	363849
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"40 weeks"	"07"	92469
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"41 weeks"	"08"	21031
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"42 weeks or more"	"09"	2569
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Unknown or Not Stated"	"10"	498
"Total"	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"			540275
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Under 20 weeks"	"01"	217
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"20 - 27 weeks"	"02"	3729
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"28 - 31 weeks"	"03"	5321
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"32 - 35 weeks"	"04"	25788
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"36 weeks"	"05"	22811
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"37 - 39 weeks"	"06"	358902
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"40 weeks"	"07"	90767
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"41 weeks"	"08"	20016
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"42 weeks or more"	"09"	2271
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Unknown or Not Stated"	"10"	498
"Total"	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"			530320
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Under 20 weeks"	"01"	217
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"20 - 27 weeks"	"02"	3934
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"28 - 31 weeks"	"03"	5346
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"32 - 35 weeks"	"04"	25474
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"36 weeks"	"05"	22749
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"37 - 39 weeks"	"06"	366488
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"40 weeks"	"07"	90334
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"41 weeks"	"08"	19340
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"42 weeks or more"	"09"	2075
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Unknown or Not Stated"	"10"	510
"Total"	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"			536467
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Under 20 weeks"	"01"	229
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"20 - 27 weeks"	"02"	3731
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"28 - 31 weeks"	"03"	5304
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"32 - 35 weeks"	"04"	25463
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"36 weeks"	"05"	22981
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"37 - 39 weeks"	"06"	367962
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"40 weeks"	"07"	93484
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"41 weeks"	"08"	20264
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"42 weeks or more"	"09"	1872
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Unknown or Not Stated"	"10"	452
"Total"	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"			541742
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Under 20 weeks"	"01"	200
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"20 - 27 weeks"	"02"	3936
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"28 - 31 weeks"	"03"	5334
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"32 - 35 weeks"	"04"	26022
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"36 weeks"	"05"	23115
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"37 - 39 weeks"	"06"	376139
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"40 weeks"	"07"	97754
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"41 weeks"	"08"	21387
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"42 weeks or more"	"09"	1951
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Unknown or Not Stated"	"10"	275
"Total"	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"			556113
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Under 20 weeks"	"01"	171
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"20 - 27 weeks"	"02"	3813
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"28 - 31 weeks"	"03"	5409
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"32 - 35 weeks"	"04"	26156
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"36 weeks"	"05"	23126
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"37 - 39 weeks"	"06"	379674
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"40 weeks"	"07"	98312
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"41 weeks"	"08"	21498
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"42 weeks or more"	"09"	1887
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Unknown or Not Stated"	"10"	272
"Total"	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"			560318
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Under 20 weeks"	"01"	183
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"20 - 27 weeks"	"02"	3782
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"28 - 31 weeks"	"03"	5501
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"32 - 35 weeks"	"04"	26142
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"36 weeks"	"05"	23516
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"37 - 39 weeks"	"06"	376799
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"40 weeks"	"07"	93941
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"41 weeks"	"08"	20175
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"42 weeks or more"	"09"	1592
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Unknown or Not Stated"	"10"	460
"Total"	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"			552091
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Under 20 weeks"	"01"	221
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"20 - 27 weeks"	"02"	3729
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"28 - 31 weeks"	"03"	5268
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"32 - 35 weeks"	"04"	25501
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"36 weeks"	"05"	23269
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"37 - 39 weeks"	"06"	364894
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"40 weeks"	"07"	87635
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"41 weeks"	"08"	18568
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"42 weeks or more"	"09"	1409
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Unknown or Not Stated"	"10"	308
"Total"	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"			530802
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Under 20 weeks"	"01"	209
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"20 - 27 weeks"	"02"	3602
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"28 - 31 weeks"	"03"	5131
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"32 - 35 weeks"	"04"	26027
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"36 weeks"	"05"	23542
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"37 - 39 weeks"	"06"	365937
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"40 weeks"	"07"	81930
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"41 weeks"	"08"	17201
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"42 weeks or more"	"09"	1303
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Unknown or Not Stated"	"10"	175
"Total"	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"			525057
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Under 20 weeks"	"01"	210
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"20 - 27 weeks"	"02"	3643
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"28 - 31 weeks"	"03"	5058
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"32 - 35 weeks"	"04"	26115
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"36 weeks"	"05"	24342
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"37 - 39 weeks"	"06"	371052
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"40 weeks"	"07"	75735
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"41 weeks"	"08"	15050
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"42 weeks or more"	"09"	936
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Unknown or Not Stated"	"10"	106
"Total"	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"			522247
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Under 20 weeks"	"01"	239
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"20 - 27 weeks"	"02"	3415
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"28 - 31 weeks"	"03"	4914
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"32 - 35 weeks"	"04"	24997
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"36 weeks"	"05"	22990
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"37 - 39 weeks"	"06"	364865
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"40 weeks"	"07"	72111
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"41 weeks"	"08"	13671
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"42 weeks or more"	"09"	1011
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Unknown or Not Stated"	"10"	179
"Total"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"			508392
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Under 20 weeks"	"01"	194
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"20 - 27 weeks"	"02"	3552
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"28 - 31 weeks"	"03"	5382
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"32 - 35 weeks"	"04"	26894
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"36 weeks"	"05"	24358
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"37 - 39 weeks"	"06"	368383
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"40 weeks"	"07"	71467
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"41 weeks"	"08"	13986
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"42 weeks or more"	"09"	979
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Unknown or Not Stated"	"10"	211
"Total"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"			515406
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Under 20 weeks"	"01"	215
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"20 - 27 weeks"	"02"	3494
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"28 - 31 weeks"	"03"	5355
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"32 - 35 weeks"	"04"	27264
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"36 weeks"	"05"	24691
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"37 - 39 weeks"	"06"	375568
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"40 weeks"	"07"	76343
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"41 weeks"	"08"	15728
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"42 weeks or more"	"09"	1140
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Unknown or Not Stated"	"10"	225
"Total"	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"			530023
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Under 20 weeks"	"01"	246
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"20 - 27 weeks"	"02"	3583
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"28 - 31 weeks"	"03"	5048
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"32 - 35 weeks"	"04"	26818
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"36 weeks"	"05"	24348
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"37 - 39 weeks"	"06"	375435
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"40 weeks"	"07"	74206
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"41 weeks"	"08"	15040
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"42 weeks or more"	"09"	1134
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Unknown or Not Stated"	"10"	187
"Total"	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"			526045
"Total"	"Division 7: West South Central"	"CENS-D7"					7475298
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Under 20 weeks"	"01"	98
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"20 - 27 weeks"	"02"	1737
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"28 - 31 weeks"	"03"	2531
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"32 - 35 weeks"	"04"	12907
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"36 weeks"	"05"	12602
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"37 - 39 weeks"	"06"	195715
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"40 weeks"	"07"	65952
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"41 weeks"	"08"	18402
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"42 weeks or more"	"09"	1435
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Unknown or Not Stated"	"10"	1309
"Total"	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"			312688
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Under 20 weeks"	"01"	93
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"20 - 27 weeks"	"02"	1672
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"28 - 31 weeks"	"03"	2405
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"32 - 35 weeks"	"04"	12466
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"36 weeks"	"05"	11873
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"37 - 39 weeks"	"06"	193182
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"40 weeks"	"07"	64972
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"41 weeks"	"08"	17992
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"42 weeks or more"	"09"	1232
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Unknown or Not Stated"	"10"	292
"Total"	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"			306179
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Under 20 weeks"	"01"	125
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"20 - 27 weeks"	"02"	1541
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"28 - 31 weeks"	"03"	2509
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"32 - 35 weeks"	"04"	12462
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"36 weeks"	"05"	11796
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"37 - 39 weeks"	"06"	195209
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"40 weeks"	"07"	64639
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"41 weeks"	"08"	17883
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"42 weeks or more"	"09"	1146
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Unknown or Not Stated"	"10"	415
"Total"	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"			307725
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Under 20 weeks"	"01"	116
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"20 - 27 weeks"	"02"	1543
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"28 - 31 weeks"	"03"	2468
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"32 - 35 weeks"	"04"	12454
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"36 weeks"	"05"	11230
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"37 - 39 weeks"	"06"	191462
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"40 weeks"	"07"	65378
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"41 weeks"	"08"	19065
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"42 weeks or more"	"09"	1285
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Unknown or Not Stated"	"10"	351
"Total"	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"			305352
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Under 20 weeks"	"01"	99
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"20 - 27 weeks"	"02"	1633
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"28 - 31 weeks"	"03"	2453
